Id,Tipo,Especialidad, Puntuacion 
5189,ONG,General Medicine, 9.3 
5190,Otro,Dentist, 10.0 
5191,Medico,Dermatologists, 8.0 
5192,Especialista,Ayurveda, 10.0 
5193,Clinica,Dentist, 8.0 
5194,Hospital,Ayurveda, 8.0 
5195,ONG,ENT Specialist, 8.0 
5196,Otro,Ayurveda, 8.0 
5197,Medico,Homeopath, 8.0 
5198,Especialista,ENT Specialist, 8.0 
5199,Clinica,General Medicine, 8.0 
5200,Hospital,General Medicine, 8.0 
5201,ONG,Dentist, 8.0 
5202,Otro,ENT Specialist, 10.0 
5203,Medico,General Medicine, 8.0 
5204,Especialista,ENT Specialist, 8.0 
5205,Clinica,General Medicine, 8.0 
5206,Hospital,General Medicine, 9.8 
5207,ONG,Dentist, 8.0 
5208,Otro,Dermatologists, 9.8 
5209,Medico,Dentist, 8.0 
5210,Especialista,General Medicine, 10.0 
5211,Clinica,General Medicine, 8.0 
5212,Hospital,General Medicine, 10.0 
5213,ONG,General Medicine, 9.7 
5214,Otro,Dentist, 10.0 
5215,Medico,Dentist, 9.7 
5216,Especialista,Homeopath, 8.0 
5217,Clinica,Homeopath, 8.0 
5218,Hospital,General Medicine, 8.0 
5219,ONG,General Medicine, 8.0 
5220,Otro,Dentist, 8.0 
5221,Medico,Dentist, 9.9 
5222,Especialista,Homeopath, 8.0 
5223,Clinica,Dermatologists, 8.0 
5224,Hospital,Dentist, 10.0 
5225,ONG,General Medicine, 8.0 
5226,Otro,General Medicine, 8.0 
5227,Medico,General Medicine, 8.0 
5228,Especialista,Ayurveda, 8.0 
5229,Clinica,ENT Specialist, 8.0 
5230,Hospital,Ayurveda, 8.0 
5231,ONG,Dermatologists, 8.0 
5232,Otro,General Medicine, 9.6 
5233,Medico,General Medicine, 9.5 
5234,Especialista,General Medicine, 8.0 
5235,Clinica,ENT Specialist, 9.9 
5236,Hospital,Dentist, 8.0 
5237,ONG,ENT Specialist, 9.9 
5238,Otro,ENT Specialist, 8.0 
5239,Medico,Homeopath, 8.9 
5240,Especialista,Homeopath, 8.0 
5241,Clinica,Homeopath, 9.6 
5242,Hospital,Dentist, 8.0 
5243,ONG,Homeopath, 8.0 
5244,Otro,ENT Specialist, 9.4 
5245,Medico,Dentist, 0.6 
5246,Especialista,Dentist, 9.8 
5247,Clinica,Dermatologists, 9.5 
5248,Hospital,Dentist, 8.0 
5249,ONG,Homeopath, 9.8 
5250,Otro,General Medicine, 0.7 
5251,Medico,Dentist, 8.0 
5252,Especialista,Dentist, 8.0 
5253,Clinica,General Medicine, 9.7 
5254,Hospital,Dermatologists, 8.9 
5255,ONG,Dermatologists, 8.0 
5256,Otro,Dermatologists, 9.6 
5257,Medico,Homeopath, 9.7 
5258,Especialista,Dentist, 10.0 
5259,Clinica,Dermatologists, 8.0 
5260,Hospital,Ayurveda, 9.5 
5261,ONG,Ayurveda, 8.0 
5262,Otro,ENT Specialist, 8.0 
5263,Medico,Dentist, 7.8 
5264,Especialista,Homeopath, 8.0 
5265,Clinica,General Medicine, 10.0 
5266,Hospital,Dermatologists, 8.0 
5267,ONG,Dermatologists, 10.0 
5268,Otro,ENT Specialist, 8.0 
5269,Medico,Dermatologists, 8.0 
5270,Especialista,Dentist, 9.4 
5271,Clinica,ENT Specialist, 9.9 
5272,Hospital,ENT Specialist, 8.0 
5273,ONG,General Medicine, 8.0 
5274,Otro,Dentist, 8.0 
5275,Medico,Homeopath, 8.0 
5276,Especialista,General Medicine, 8.0 
5277,Clinica,General Medicine, 8.0 
5278,Hospital,General Medicine, 8.0 
5279,ONG,Homeopath, 9.8 
5280,Otro,General Medicine, 8.0 
5281,Medico,Dentist, 8.0 
5282,Especialista,Homeopath, 9.9 
5283,Clinica,ENT Specialist, 8.0 
5284,Hospital,Dentist, 9.9 
5285,ONG,Ayurveda, 10.0 
5286,Otro,ENT Specialist, 8.0 
5287,Medico,Ayurveda, 8.0 
5288,Especialista,Ayurveda, 8.0 
5289,Clinica,Dermatologists, 10.0 
5290,Hospital,General Medicine, 8.0 
5291,ONG,Ayurveda, 8.0 
5292,Otro,Homeopath, 8.0 
5293,Medico,Dentist, 8.0 
5294,Especialista,Ayurveda, 8.0 
5295,Clinica,General Medicine, 8.0 
5296,Hospital,Ayurveda, 8.0 
5297,ONG,Homeopath, 8.0 
5298,Otro,ENT Specialist, 8.0 
5299,Medico,Dermatologists, 0.7 
5300,Especialista,Dentist, 9.4 
5301,Clinica,ENT Specialist, 8.0 
5302,Hospital,Ayurveda, 8.0 
5303,ONG,Ayurveda, 8.0 
5304,Otro,General Medicine, 8.0 
5305,Medico,General Medicine, 8.0 
5306,Especialista,Dermatologists, 8.5 
5307,Clinica,Homeopath, 8.0 
5308,Hospital,Ayurveda, 9.8 
5309,ONG,Dermatologists, 8.0 
5310,Otro,Dentist, 8.0 
5311,Medico,Dentist, 9.2 
5312,Especialista,Dermatologists, 10.0 
5313,Clinica,Dentist, 9.8 
5314,Hospital,Dermatologists, 8.0 
5315,ONG,Dentist, 9.6 
5316,Otro,Dermatologists, 10.0 
5317,Medico,Dermatologists, 0.8 
5318,Especialista,Dermatologists, 9.6 
5319,Clinica,ENT Specialist, 8.0 
5320,Hospital,Dermatologists, 8.0 
5321,ONG,Dentist, 8.0 
5322,Otro,Dentist, 8.0 
5323,Medico,General Medicine, 8.0 
5324,Especialista,General Medicine, 8.0 
5325,Clinica,Ayurveda, 9.0 
5326,Hospital,Ayurveda, 10.0 
5327,ONG,Dermatologists, 10.0 
5328,Otro,Ayurveda, 9.5 
5329,Medico,Homeopath, 10.0 
5330,Especialista,Dentist, 8.0 
5331,Clinica,Ayurveda, 8.0 
5332,Hospital,Dentist, 9.8 
5333,ONG,Dermatologists, 9.8 
5334,Otro,Dentist, 9.3 
5335,Medico,Dermatologists, 9.8 
5336,Especialista,General Medicine, 9.3 
5337,Clinica,General Medicine, 8.0 
5338,Hospital,Dermatologists, 8.0 
5339,ONG,Dentist, 9.3 
5340,Otro,Ayurveda, 9.8 
5341,Medico,Dentist, 8.0 
5342,Especialista,Homeopath, 8.0 
5343,Clinica,Ayurveda, 8.0 
5344,Hospital,Ayurveda, 9.5 
5345,ONG,Dentist, 8.0 
5346,Otro,Dentist, 8.0 
5347,Medico,ENT Specialist, 9.8 
5348,Especialista,Ayurveda, 9.3 
5349,Clinica,General Medicine, 8.0 
5350,Hospital,Dermatologists, 8.0 
5351,ONG,General Medicine, 8.0 
5352,Otro,Dentist, 0.8 
5353,Medico,General Medicine, 9.8 
5354,Especialista,Homeopath, 8.0 
5355,Clinica,Homeopath, 8.0 
5356,Hospital,Dermatologists, 8.0 
5357,ONG,General Medicine, 8.0 
5358,Otro,Ayurveda, 8.0 
5359,Medico,Dermatologists, 9.8 
5360,Especialista,Dentist, 9.0 
5361,Clinica,Dentist, 8.6 
5362,Hospital,General Medicine, 9.9 
5363,ONG,Homeopath, 8.0 
5364,Otro,Homeopath, 8.0 
5365,Medico,Dermatologists, 8.0 
5366,Especialista,Dentist, 8.0 
5367,Clinica,Dentist, 8.0 
5368,Hospital,Homeopath, 9.8 
5369,ONG,Homeopath, 8.0 
5370,Otro,Ayurveda, 8.0 
5371,Medico,Dermatologists, 9.0 
5372,Especialista,General Medicine, 8.0 
5373,Clinica,General Medicine, 8.0 
5374,Hospital,Homeopath, 8.0 
5375,ONG,General Medicine, 8.0 
5376,Otro,Homeopath, 8.0 
5377,Medico,Homeopath, 8.0 
5378,Especialista,ENT Specialist, 8.0 
5379,Clinica,ENT Specialist, 8.0 
5380,Hospital,Homeopath, 8.0 
5381,ONG,Ayurveda, 8.0 
5382,Otro,Ayurveda, 8.0 
5383,Medico,Dentist, 8.0 
5384,Especialista,Homeopath, 9.3 
5385,Clinica,Ayurveda, 8.0 
5386,Hospital,Dermatologists, 9.7 
5387,ONG,Homeopath, 9.5 
5388,Otro,General Medicine, 9.9 
5389,Medico,ENT Specialist, 8.0 
5390,Especialista,Dentist, 8.0 
5391,Clinica,Dermatologists, 9.8 
5392,Hospital,General Medicine, 9.9 
5393,ONG,Dentist, 9.6 
5394,Otro,General Medicine, 8.0 
5395,Medico,General Medicine, 10.0 
5396,Especialista,Homeopath, 8.0 
5397,Clinica,Dentist, 8.0 
5398,Hospital,Dentist, 10.0 
5399,ONG,Dentist, 8.0 
5400,Otro,Dentist, 8.0 
5401,Medico,Dentist, 8.0 
5402,Especialista,Homeopath, 10.0 
5403,Clinica,General Medicine, 8.0 
5404,Hospital,Ayurveda, 8.0 
5405,ONG,Ayurveda, 8.0 
5406,Otro,General Medicine, 8.0 
5407,Medico,Dermatologists, 8.0 
5408,Especialista,General Medicine, 9.0 
5409,Clinica,General Medicine, 8.0 
5410,Hospital,Dermatologists, 8.2 
5411,ONG,Dentist, 8.0 
5412,Otro,Ayurveda, 9.5 
5413,Medico,ENT Specialist, 8.0 
5414,Especialista,General Medicine, 9.0 
5415,Clinica,Ayurveda, 8.0 
5416,Hospital,Dermatologists, 8.0 
5417,ONG,Dermatologists, 10.0 
5418,Otro,Dentist, 9.7 
5419,Medico,Dermatologists, 8.0 
5420,Especialista,Homeopath, 9.7 
5421,Clinica,Dermatologists, 8.0 
5422,Hospital,ENT Specialist, 8.9 
5423,ONG,General Medicine, 0.6 
5424,Otro,Dentist, 8.0 
5425,Medico,ENT Specialist, 10.0 
5426,Especialista,Dentist, 8.0 
5427,Clinica,Homeopath, 9.6 
5428,Hospital,Dermatologists, 8.0 
5429,ONG,General Medicine, 810.0 
5430,Otro,Dermatologists, 8.0 
5431,Medico,General Medicine, 8.0 
5432,Especialista,General Medicine, 9.6 
5433,Clinica,Ayurveda, 9.6 
5434,Hospital,General Medicine, 8.6 
5435,ONG,Dermatologists, 8.0 
5436,Otro,Ayurveda, 9.9 
5437,Medico,Homeopath, 8.0 
5438,Especialista,Dentist, 8.0 
5439,Clinica,Ayurveda, 8.0 
5440,Hospital,General Medicine, 9.9 
5441,ONG,General Medicine, 8.0 
5442,Otro,ENT Specialist, 9.9 
5443,Medico,Dermatologists, 8.0 
5444,Especialista,ENT Specialist, 9.8 
5445,Clinica,General Medicine, 8.0 
5446,Hospital,Dermatologists, 8.0 
5447,ONG,Dentist, 8.5 
5448,Otro,Ayurveda, 8.0 
5449,Medico,ENT Specialist, 8.0 
5450,Especialista,Dentist, 9.0 
5451,Clinica,Dermatologists, 9.8 
5452,Hospital,Dentist, 9.5 
5453,ONG,Homeopath, 9.8 
5454,Otro,Ayurveda, 10.0 
5455,Medico,Ayurveda, 8.0 
5456,Especialista,Dermatologists, 8.0 
5457,Clinica,Dentist, 8.0 
5458,Hospital,Homeopath, 8.0 
5459,ONG,Dermatologists, 9.9 
5460,Otro,General Medicine, 9.2 
5461,Medico,ENT Specialist, 8.0 
5462,Especialista,Ayurveda, 5.6 
5463,Clinica,Dermatologists, 8.0 
5464,Hospital,Ayurveda, 8.0 
5465,ONG,Dentist, 8.0 
5466,Otro,Ayurveda, 10.0 
5467,Medico,Dermatologists, 8.0 
5468,Especialista,ENT Specialist, 8.0 
5469,Clinica,Dentist, 8.0 
5470,Hospital,Dentist, 8.0 
5471,ONG,Dentist, 10.0 
5472,Otro,Dentist, 8.0 
5473,Medico,General Medicine, 8.0 
5474,Especialista,Dentist, 10.0 
5475,Clinica,General Medicine, 9.7 
5476,Hospital,ENT Specialist, 8.0 
5477,ONG,Dentist, 8.0 
5478,Otro,ENT Specialist, 8.0 
5479,Medico,Dentist, 8.0 
5480,Especialista,Ayurveda, 10.0 
5481,Clinica,Ayurveda, 10.0 
5482,Hospital,Ayurveda, 8.0 
5483,ONG,General Medicine, 8.0 
5484,Otro,General Medicine, 10.0 
5485,Medico,Homeopath, 8.0 
5486,Especialista,Homeopath, 9.8 
5487,Clinica,Ayurveda, 8.0 
5488,Hospital,Ayurveda, 8.0 
5489,ONG,ENT Specialist, 9.6 
5490,Otro,Dentist, 8.0 
5491,Medico,Ayurveda, 8.0 
5492,Especialista,Dermatologists, 8.0 
5493,Clinica,Homeopath, 8.0 
5494,Hospital,Dentist, 8.0 
5495,ONG,Dermatologists, 8.0 
5496,Otro,General Medicine, 8.0 
5497,Medico,Homeopath, 10.0 
5498,Especialista,Homeopath, 8.0 
5499,Clinica,Dermatologists, 8.0 
5500,Hospital,Dentist, 9.0 
5501,ONG,Ayurveda, 10.0 
5502,Otro,ENT Specialist, 8.0 
5503,Medico,Dermatologists, 0.8 
5504,Especialista,Dentist, 10.0 
5505,Clinica,ENT Specialist, 8.0 
5506,Hospital,ENT Specialist, 9.8 
5507,ONG,Dentist, 9.5 
5508,Otro,Dermatologists, 10.0 
5509,Medico,Dermatologists, 8.9 
5510,Especialista,General Medicine, 8.0 
5511,Clinica,Homeopath, 8.0 
5512,Hospital,Ayurveda, 9.8 
5513,ONG,Dermatologists, 8.0 
5514,Otro,ENT Specialist, 9.3 
5515,Medico,ENT Specialist, 8.0 
5516,Especialista,Dermatologists, 8.0 
5517,Clinica,Dentist, 8.0 
5518,Hospital,Dentist, 8.0 
5519,ONG,Dentist, 8.0 
5520,Otro,ENT Specialist, 8.0 
5521,Medico,Ayurveda, 810.0 
5522,Especialista,Ayurveda, 8.0 
5523,Clinica,ENT Specialist, 8.0 
5524,Hospital,Ayurveda, 7.8 
5525,ONG,Ayurveda, 8.0 
5526,Otro,ENT Specialist, 8.0 
5527,Medico,Homeopath, 8.0 
5528,Especialista,Dentist, 8.0 
5529,Clinica,General Medicine, 8.0 
5530,Hospital,Homeopath, 9.3 
5531,ONG,Dermatologists, 8.0 
5532,Otro,Dentist, 0.8 
5533,Medico,Homeopath, 8.0 
5534,Especialista,ENT Specialist, 8.0 
5535,Clinica,Homeopath, 8.0 
5536,Hospital,Dermatologists, 9.3 
5537,ONG,General Medicine, 8.0 
5538,Otro,Dentist, 8.0 
5539,Medico,Dentist, 10.0 
5540,Especialista,General Medicine, 8.0 
5541,Clinica,Dermatologists, 8.0 
5542,Hospital,Homeopath, 8.0 
5543,ONG,ENT Specialist, 10.0 
5544,Otro,ENT Specialist, 9.2 
5545,Medico,Dentist, 8.0 
5546,Especialista,Dermatologists, 10.0 
5547,Clinica,Ayurveda, 9.3 
5548,Hospital,ENT Specialist, 8.0 
5549,ONG,Dermatologists, 8.0 
5550,Otro,Ayurveda, 10.0 
5551,Medico,Dermatologists, 8.8 
5552,Especialista,General Medicine, 8.0 
5553,Clinica,General Medicine, 9.7 
5554,Hospital,Dentist, 8.0 
5555,ONG,Homeopath, 9.6 
5556,Otro,General Medicine, 8.0 
5557,Medico,Ayurveda, 8.0 
5558,Especialista,ENT Specialist, 8.0 
5559,Clinica,Homeopath, 8.0 
5560,Hospital,Dentist, 8.0 
5561,ONG,Ayurveda, 9.7 
5562,Otro,General Medicine, 8.0 
5563,Medico,Ayurveda, 10.0 
5564,Especialista,General Medicine, 8.0 
5565,Clinica,Dentist, 8.0 
5566,Hospital,Dentist, 8.0 
5567,ONG,Homeopath, 8.0 
5568,Otro,Ayurveda, 10.0 
5569,Medico,Dermatologists, 8.0 
5570,Especialista,Dentist, 9.5 
5571,Clinica,Dentist, 9.9 
5572,Hospital,Ayurveda, 9.8 
5573,ONG,Dermatologists, 8.0 
5574,Otro,ENT Specialist, 9.5 
5575,Medico,ENT Specialist, 8.0 
5576,Especialista,Dermatologists, 8.0 
5577,Clinica,Homeopath, 9.5 
5578,Hospital,ENT Specialist, 8.0 
5579,ONG,General Medicine, 8.0 
5580,Otro,ENT Specialist, 8.0 
5581,Medico,Dermatologists, 10.0 
5582,Especialista,Dentist, 10.0 
5583,Clinica,General Medicine, 8.0 
5584,Hospital,Dentist, 8.0 
5585,ONG,Homeopath, 9.8 
5586,Otro,Dermatologists, 8.0 
5587,Medico,General Medicine, 8.0 
5588,Especialista,Homeopath, 8.0 
5589,Clinica,ENT Specialist, 8.0 
5590,Hospital,Homeopath, 8.0 
5591,ONG,Ayurveda, 10.0 
5592,Otro,ENT Specialist, 9.7 
5593,Medico,General Medicine, 8.0 
5594,Especialista,Dentist, 9.8 
5595,Clinica,General Medicine, 8.0 
5596,Hospital,Homeopath, 9.5 
5597,ONG,General Medicine, 8.0 
5598,Otro,Dentist, 9.5 
5599,Medico,Ayurveda, 8.0 
5600,Especialista,Dentist, 8.0 
5601,Clinica,Dentist, 9.9 
5602,Hospital,Dermatologists, 8.0 
5603,ONG,Dermatologists, 10.0 
5604,Otro,Dentist, 8.8 
5605,Medico,ENT Specialist, 9.7 
5606,Especialista,Dentist, 9.2 
5607,Clinica,Dentist, 9.8 
5608,Hospital,Dermatologists, 9.5 
5609,ONG,ENT Specialist, 8.6 
5610,Otro,Homeopath, 8.0 
5611,Medico,General Medicine, 9.3 
5612,Especialista,ENT Specialist, 8.0 
5613,Clinica,Dermatologists, 0.7 
5614,Hospital,Homeopath, 8.2 
5615,ONG,General Medicine, 10.0 
5616,Otro,Dentist, 0.7 
5617,Medico,General Medicine, 8.0 
5618,Especialista,Dentist, 9.4 
5619,Clinica,Ayurveda, 8.0 
5620,Hospital,Homeopath, 9.6 
5621,ONG,General Medicine, 9.9 
5622,Otro,Dentist, 9.5 
5623,Medico,General Medicine, 9.7 
5624,Especialista,Dentist, 10.0 
5625,Clinica,Dentist, 9.8 
5626,Hospital,General Medicine, 9.9 
5627,ONG,Dentist, 8.0 
5628,Otro,ENT Specialist, 9.4 
5629,Medico,General Medicine, 9.0 
5630,Especialista,Ayurveda, 8.0 
5631,Clinica,General Medicine, 9.6 
5632,Hospital,Dentist, 8.0 
5633,ONG,ENT Specialist, 10.0 
5634,Otro,Ayurveda, 8.0 
5635,Medico,Dermatologists, 8.0 
5636,Especialista,Dermatologists, 8.0 
5637,Clinica,General Medicine, 7.8 
5638,Hospital,Ayurveda, 8.0 
5639,ONG,ENT Specialist, 8.0 
5640,Otro,Dermatologists, 8.0 
5641,Medico,General Medicine, 9.6 
5642,Especialista,ENT Specialist, 8.0 
5643,Clinica,General Medicine, 8.0 
5644,Hospital,Ayurveda, 9.6 
5645,ONG,Homeopath, 8.0 
5646,Otro,ENT Specialist, 8.0 
5647,Medico,Ayurveda, 8.0 
5648,Especialista,Dentist, 0.8 
5649,Clinica,Dentist, 9.9 
5650,Hospital,Homeopath, 9.7 
5651,ONG,Dentist, 8.0 
5652,Otro,ENT Specialist, 10.0 
5653,Medico,ENT Specialist, 10.0 
5654,Especialista,Homeopath, 10.0 
5655,Clinica,General Medicine, 8.0 
5656,Hospital,Dermatologists, 8.0 
5657,ONG,Dentist, 8.0 
5658,Otro,Dentist, 10.0 
5659,Medico,Dermatologists, 9.7 
5660,Especialista,Ayurveda, 9.7 
5661,Clinica,Homeopath, 8.0 
5662,Hospital,Dentist, 8.0 
5663,ONG,Dermatologists, 9.7 
5664,Otro,General Medicine, 6.4 
5665,Medico,Dermatologists, 8.0 
5666,Especialista,ENT Specialist, 8.0 
5667,Clinica,General Medicine, 10.0 
5668,Hospital,General Medicine, 8.0 
5669,ONG,Homeopath, 8.0 
5670,Otro,Dentist, 8.0 
5671,Medico,Ayurveda, 10.0 
5672,Especialista,Dentist, 10.0 
5673,Clinica,Dermatologists, 10.0 
5674,Hospital,Dentist, 8.0 
5675,ONG,ENT Specialist, 8.0 
5676,Otro,Homeopath, 10.0 
5677,Medico,General Medicine, 10.0 
5678,Especialista,Dentist, 8.0 
5679,Clinica,Dermatologists, 8.0 
5680,Hospital,ENT Specialist, 8.0 
5681,ONG,General Medicine, 8.0 
5682,Otro,ENT Specialist, 8.0 
5683,Medico,Ayurveda, 8.0 
5684,Especialista,Dermatologists, 9.8 
5685,Clinica,Dermatologists, 9.9 
5686,Hospital,General Medicine, 9.8 
5687,ONG,Dentist, 9.7 
5688,Otro,ENT Specialist, 9.8 
5689,Medico,ENT Specialist, 8.0 
5690,Especialista,Homeopath, 8.0 
5691,Clinica,General Medicine, 8.0 
5692,Hospital,Dermatologists, 8.3 
5693,ONG,Dermatologists, 10.0 
5694,Otro,ENT Specialist, 8.0 
5695,Medico,Ayurveda, 10.0 
5696,Especialista,Dermatologists, 8.0 
5697,Clinica,Dentist, 9.5 
5698,Hospital,Ayurveda, 8.0 
5699,ONG,Dermatologists, 8.0 
5700,Otro,ENT Specialist, 9.8 
5701,Medico,Ayurveda, 8.0 
5702,Especialista,General Medicine, 8.0 
5703,Clinica,Ayurveda, 8.0 
5704,Hospital,Dermatologists, 8.0 
5705,ONG,General Medicine, 9.0 
5706,Otro,ENT Specialist, 9.4 
5707,Medico,General Medicine, 9.6 
5708,Especialista,General Medicine, 9.8 
5709,Clinica,ENT Specialist, 8.0 
5710,Hospital,Dermatologists, 10.0 
5711,ONG,Ayurveda, 8.0 
5712,Otro,Dermatologists, 9.9 
5713,Medico,Homeopath, 8.0 
5714,Especialista,Dentist, 8.0 
5715,Clinica,Dermatologists, 8.0 
5716,Hospital,Dentist, 8.0 
5717,ONG,ENT Specialist, 10.0 
5718,Otro,General Medicine, 8.0 
5719,Medico,Ayurveda, 8.0 
5720,Especialista,General Medicine, 8.0 
5721,Clinica,General Medicine, 8.0 
5722,Hospital,Dermatologists, 10.0 
5723,ONG,Dermatologists, 8.0 
5724,Otro,Dentist, 8.0 
5725,Medico,Dentist, 8.0 
5726,Especialista,Ayurveda, 9.4 
5727,Clinica,Dermatologists, 8.0 
5728,Hospital,Ayurveda, 8.0 
5729,ONG,Dermatologists, 9.7 
5730,Otro,Dermatologists, 8.0 
5731,Medico,ENT Specialist, 9.5 
5732,Especialista,General Medicine, 8.3 
5733,Clinica,ENT Specialist, 8.0 
5734,Hospital,Ayurveda, 8.3 
5735,ONG,Dermatologists, 8.0 
5736,Otro,ENT Specialist, 8.0 
5737,Medico,General Medicine, 8.9 
5738,Especialista,Homeopath, 8.0 
5739,Clinica,Dentist, 10.0 
5740,Hospital,Dentist, 9.9 
5741,ONG,Dentist, 8.0 
5742,Otro,Dermatologists, 9.8 
5743,Medico,Ayurveda, 8.0 
5744,Especialista,General Medicine, 8.0 
5745,Clinica,Ayurveda, 9.7 
5746,Hospital,Dentist, 8.0 
5747,ONG,Dentist, 8.0 
5748,Otro,Dentist, 8.0 
5749,Medico,Ayurveda, 10.0 
5750,Especialista,Ayurveda, 9.6 
5751,Clinica,Ayurveda, 8.0 
5752,Hospital,Dentist, 8.0 
5753,ONG,Homeopath, 10.0 
5754,Otro,ENT Specialist, 8.0 
5755,Medico,Dermatologists, 8.0 
5756,Especialista,ENT Specialist, 8.0 
5757,Clinica,Homeopath, 9.2 
5758,Hospital,Dentist, 8.0 
5759,ONG,Ayurveda, 8.0 
5760,Otro,ENT Specialist, 8.0 
5761,Medico,Dentist, 8.0 
5762,Especialista,Dentist, 10.0 
5763,Clinica,Dermatologists, 9.6 
5764,Hospital,Dentist, 9.4 
5765,ONG,Dentist, 9.9 
5766,Otro,Dermatologists, 8.0 
5767,Medico,Dermatologists, 8.0 
5768,Especialista,Homeopath, 8.0 
5769,Clinica,General Medicine, 8.0 
5770,Hospital,Homeopath, 8.0 
5771,ONG,Dermatologists, 10.0 
5772,Otro,Dermatologists, 9.0 
5773,Medico,General Medicine, 10.0 
5774,Especialista,ENT Specialist, 8.0 
5775,Clinica,Dentist, 8.0 
5776,Hospital,Dermatologists, 9.5 
5777,ONG,General Medicine, 8.2 
5778,Otro,Ayurveda, 8.0 
5779,Medico,General Medicine, 8.0 
5780,Especialista,Dentist, 8.0 
5781,Clinica,General Medicine, 10.0 
5782,Hospital,Dentist, 9.7 
5783,ONG,Homeopath, 8.0 
5784,Otro,Ayurveda, 8.0 
5785,Medico,Homeopath, 8.0 
5786,Especialista,Ayurveda, 8.0 
5787,Clinica,Ayurveda, 8.0 
5788,Hospital,General Medicine, 9.9 
5789,ONG,General Medicine, 8.0 
5790,Otro,Dentist, 8.0 
5791,Medico,General Medicine, 8.0 
5792,Especialista,Dentist, 8.0 
5793,Clinica,Dentist, 8.0 
5794,Hospital,General Medicine, 10.0 
5795,ONG,General Medicine, 8.0 
5796,Otro,Ayurveda, 8.0 
5797,Medico,General Medicine, 8.0 
5798,Especialista,Dentist, 8.0 
5799,Clinica,Dentist, 8.0 
5800,Hospital,Homeopath, 8.0 
5801,ONG,Dentist, 9.8 
5802,Otro,Dentist, 10.0 
5803,Medico,Dentist, 9.8 
5804,Especialista,Homeopath, 10.0 
5805,Clinica,ENT Specialist, 9.9 
5806,Hospital,ENT Specialist, 9.5 
5807,ONG,General Medicine, 8.0 
5808,Otro,Ayurveda, 8.0 
5809,Medico,Dentist, 8.0 
5810,Especialista,General Medicine, 10.0 
5811,Clinica,Dentist, 9.7 
5812,Hospital,Ayurveda, 9.9 
5813,ONG,Dentist, 8.0 
5814,Otro,Homeopath, 9.8 
5815,Medico,Homeopath, 8.0 
5816,Especialista,Ayurveda, 8.0 
5817,Clinica,Ayurveda, 9.9 
5818,Hospital,Homeopath, 8.0 
5819,ONG,Homeopath, 8.0 
5820,Otro,Dermatologists, 8.0 
5821,Medico,General Medicine, 9.4 
5822,Especialista,Dermatologists, 8.0 
5823,Clinica,ENT Specialist, 9.2 
5824,Hospital,General Medicine, 8.0 
5825,ONG,Dentist, 8.0 
5826,Otro,Dermatologists, 8.0 
5827,Medico,Dentist, 9.6 
5828,Especialista,General Medicine, 8.0 
5829,Clinica,Ayurveda, 9.6 
5830,Hospital,Homeopath, 8.0 
5831,ONG,Dermatologists, 10.0 
5832,Otro,General Medicine, 8.0 
5833,Medico,Ayurveda, 8.0 
5834,Especialista,ENT Specialist, 8.0 
5835,Clinica,ENT Specialist, 8.0 
5836,Hospital,Homeopath, 8.0 
5837,ONG,Ayurveda, 8.0 
5838,Otro,General Medicine, 8.0 
5839,Medico,Dermatologists, 9.9 
5840,Especialista,General Medicine, 9.8 
5841,Clinica,General Medicine, 0.8 
5842,Hospital,Dentist, 8.0 
5843,ONG,Homeopath, 8.0 
5844,Otro,General Medicine, 8.0 
5845,Medico,Ayurveda, 8.0 
5846,Especialista,General Medicine, 8.0 
5847,Clinica,Dermatologists, 8.0 
5848,Hospital,Dermatologists, 8.0 
5849,ONG,Dermatologists, 8.0 
5850,Otro,Ayurveda, 8.0 
5851,Medico,General Medicine, 8.0 
5852,Especialista,Dentist, 8.0 
5853,Clinica,Dermatologists, 10.0 
5854,Hospital,Dermatologists, 9.9 
5855,ONG,Homeopath, 8.0 
5856,Otro,Homeopath, 9.6 
5857,Medico,Dermatologists, 8.0 
5858,Especialista,Homeopath, 9.2 
5859,Clinica,Ayurveda, 9.5 
5860,Hospital,Ayurveda, 8.0 
5861,ONG,Homeopath, 10.0 
5862,Otro,General Medicine, 8.0 
5863,Medico,Dermatologists, 0.7 
5864,Especialista,General Medicine, 9.4 
5865,Clinica,Dermatologists, 8.0 
5866,Hospital,Dentist, 8.9 
5867,ONG,ENT Specialist, 9.9 
5868,Otro,Dentist, 8.9 
5869,Medico,Ayurveda, 9.6 
5870,Especialista,Ayurveda, 8.0 
5871,Clinica,Dermatologists, 8.0 
5872,Hospital,Ayurveda, 9.7 
5873,ONG,General Medicine, 8.0 
5874,Otro,General Medicine, 8.0 
5875,Medico,Homeopath, 8.0 
5876,Especialista,Dermatologists, 8.0 
5877,Clinica,ENT Specialist, 8.0 
5878,Hospital,Dentist, 9.7 
5879,ONG,ENT Specialist, 9.9 
5880,Otro,Ayurveda, 8.5 
5881,Medico,Dentist, 10.0 
5882,Especialista,Dermatologists, 9.7 
5883,Clinica,Dentist, 8.0 
5884,Hospital,General Medicine, 9.5 
5885,ONG,General Medicine, 8.7 
5886,Otro,Dermatologists, 8.0 
5887,Medico,Dermatologists, 10.0 
5888,Especialista,Ayurveda, 10.0 
5889,Clinica,Dermatologists, 8.0 
5890,Hospital,Homeopath, 10.0 
5891,ONG,Ayurveda, 8.0 
