Id,Tipo,Edad,Sexo,Especialidad,Pacientes,Casos
5279,ONG,51,H,Homeopath,500,537
5280,Otro,45,H,General Medicine,200,1008
5281,Medico,52,H,Dentist,1000,463
5282,Especialista,42,H,Homeopath,200,106
5283,Clinica,47,H,ENT Specialist,1000,561
5284,Hospital,47,H,Dentist,300,374
5285,ONG,33,H,Ayurveda,1000,5
5286,Otro,70,H,ENT Specialist,1000,516
5287,Medico,63,H,Ayurveda,1000,586
5288,Especialista,45,H,Ayurveda,1050,350
5289,Clinica,68,H,Dermatologists,200,1093
5290,Hospital,51,H,General Medicine,1000,359
5291,ONG,41,H,Ayurveda,200,545
5292,Otro,38,H,Homeopath,400,526
5293,Medico,39,H,Dentist,350,325
5294,Especialista,45,H,Ayurveda,250,3810
5295,Clinica,36,H,General Medicine,1000,1046
5296,Hospital,44,H,Ayurveda,300,22
5297,ONG,50,H,Homeopath,200,588
5298,Otro,39,H,ENT Specialist,400,239
5299,Medico,35,H,Dermatologists,700,1087
5300,Especialista,35,H,Dentist,500,49
5301,Clinica,32,H,ENT Specialist,250,472
5302,Hospital,35,H,Ayurveda,300,377
5303,ONG,52,H,Ayurveda,1000,467
5304,Otro,48,H,General Medicine,200,75
5305,Medico,51,H,General Medicine,80,410
5306,Especialista,61,H,Dermatologists,350,453
5307,Clinica,33,H,Homeopath,500,1056
5308,Hospital,51,H,Ayurveda,200,368
5309,ONG,56,H,Dermatologists,1000,1072
5310,Otro,54,H,Dentist,600,335
5311,Medico,41,H,Dentist,200,1010
5312,Especialista,57,H,Dermatologists,900,335
5313,Clinica,38,H,Dentist,500,3
5314,Hospital,66,H,Dermatologists,1000,370
5315,ONG,43,H,Dentist,300,403
5316,Otro,49,H,Dermatologists,1000,262
5317,Medico,48,H,Dermatologists,500,317
5318,Especialista,46,H,Dermatologists,1000,205
5319,Clinica,33,H,ENT Specialist,300,492
5320,Hospital,53,H,Dermatologists,700,462
5321,ONG,59,H,Dentist,500,361
5322,Otro,52,H,Dentist,300,365
5323,Medico,47,H,General Medicine,1000,1052
5324,Especialista,58,H,General Medicine,1000,595
5325,Clinica,41,H,Ayurveda,300,480
5326,Hospital,50,H,Ayurveda,400,5010
5327,ONG,61,H,Dermatologists,1050,547
5328,Otro,31,H,Ayurveda,500,463
5329,Medico,33,H,Homeopath,200,100
5330,Especialista,43,H,Dentist,400,243
5331,Clinica,51,H,Ayurveda,1000,361
5332,Hospital,39,H,Dentist,500,249
5333,ONG,54,H,Dermatologists,500,353
5334,Otro,46,H,Dentist,500,25
5335,Medico,40,H,Dermatologists,200,428
5336,Especialista,42,H,General Medicine,750,1090
5337,Clinica,69,H,General Medicine,600,340
5338,Hospital,33,H,Dermatologists,300,516
5339,ONG,66,H,Dentist,400,1087
5340,Otro,36,H,Ayurveda,200,43
5341,Medico,32,H,Dentist,1000,248
5342,Especialista,65,H,Homeopath,200,37
5343,Clinica,34,H,Ayurveda,250,92
5344,Hospital,58,H,Ayurveda,500,485
5345,ONG,30,H,Dentist,300,553
5346,Otro,57,H,Dentist,600,58
5347,Medico,36,H,ENT Specialist,500,342
5348,Especialista,30,H,Ayurveda,800,1030
5349,Clinica,69,H,General Medicine,300,101010
5350,Hospital,60,H,Dermatologists,300,26
5351,ONG,69,H,General Medicine,400,583
5352,Otro,63,H,Dentist,800,434
5353,Medico,52,H,General Medicine,600,257
5354,Especialista,62,H,Homeopath,500,1035
5355,Clinica,43,H,Homeopath,300,27
5356,Hospital,48,H,Dermatologists,500,383
5357,ONG,61,H,General Medicine,400,259
5358,Otro,45,H,Ayurveda,1000,425
5359,Medico,65,H,Dermatologists,300,475
5360,Especialista,39,H,Dentist,700,1039
5361,Clinica,37,H,Dentist,300,1082
5362,Hospital,40,H,General Medicine,1000,458
5363,ONG,68,H,Homeopath,400,49
5364,Otro,63,H,Homeopath,300,209
5365,Medico,30,H,Dermatologists,1000,1049
5366,Especialista,54,H,Dentist,400,1025
5367,Clinica,45,H,Dentist,500,1089
5368,Hospital,53,H,Homeopath,300,50
5369,ONG,44,H,Homeopath,300,54
5370,Otro,55,H,Ayurveda,300,525
5371,Medico,37,H,Dermatologists,400,1004
5372,Especialista,36,H,General Medicine,500,30
5373,Clinica,39,H,General Medicine,1000,522
5374,Hospital,52,H,Homeopath,600,473
5375,ONG,63,H,General Medicine,50,4710
5376,Otro,54,H,Homeopath,1000,554
5377,Medico,41,H,Homeopath,200,441
5378,Especialista,56,H,ENT Specialist,1000,27
5379,Clinica,43,H,ENT Specialist,300,109
5380,Hospital,52,H,Homeopath,700,453
5381,ONG,34,H,Ayurveda,450,1095
5382,Otro,64,H,Ayurveda,200,580
5383,Medico,63,H,Dentist,1000,1057
5384,Especialista,57,H,Homeopath,200,44
5385,Clinica,35,H,Ayurveda,200,380
5386,Hospital,46,H,Dermatologists,300,578
5387,ONG,45,H,Homeopath,300,380
5388,Otro,66,H,General Medicine,300,437
5389,Medico,36,H,ENT Specialist,1000,1039
5390,Especialista,40,H,Dentist,200,1032
5391,Clinica,58,H,Dermatologists,300,60
5392,Hospital,36,H,General Medicine,700,564
5393,ONG,65,H,Dentist,300,383
5394,Otro,54,H,General Medicine,1050,318
5395,Medico,42,H,General Medicine,1050,345
5396,Especialista,54,H,Homeopath,200,335
5397,Clinica,31,H,Dentist,400,484
5398,Hospital,46,H,Dentist,200,302
5399,ONG,61,H,Dentist,200,209
5400,Otro,60,H,Dentist,200,3110
5401,Medico,55,H,Dentist,1000,449
5402,Especialista,65,H,Homeopath,1000,474
5403,Clinica,40,H,General Medicine,800,517
5404,Hospital,67,H,Ayurveda,500,1006
5405,ONG,47,H,Ayurveda,70,58
5406,Otro,68,H,General Medicine,1000,351
5407,Medico,30,H,Dermatologists,1050,556
5408,Especialista,46,H,General Medicine,400,30
5409,Clinica,59,H,General Medicine,600,1088
5410,Hospital,67,H,Dermatologists,400,354
5411,ONG,42,H,Dentist,1000,489
5412,Otro,35,H,Ayurveda,200,543
5413,Medico,51,H,ENT Specialist,200,1062
5414,Especialista,47,H,General Medicine,500,27
5415,Clinica,37,H,Ayurveda,300,261
5416,Hospital,65,H,Dermatologists,1000,1043
5417,ONG,57,H,Dermatologists,300,1098
5418,Otro,31,H,Dentist,400,336
5419,Medico,38,H,Dermatologists,1000,326
5420,Especialista,60,H,Homeopath,500,287
5421,Clinica,58,H,Dermatologists,1000,336
5422,Hospital,55,H,ENT Specialist,300,384
5423,ONG,48,H,General Medicine,550,10105
5424,Otro,31,H,Dentist,300,295
5425,Medico,59,H,ENT Specialist,500,278
5426,Especialista,63,H,Dentist,500,41
5427,Clinica,54,H,Homeopath,1000,1093
5428,Hospital,45,H,Dermatologists,200,1098
5429,ONG,55,H,General Medicine,350,420
5430,Otro,48,H,Dermatologists,500,1053
5431,Medico,69,H,General Medicine,500,1051
5432,Especialista,37,H,General Medicine,500,48
5433,Clinica,66,H,Ayurveda,550,583
5434,Hospital,44,H,General Medicine,300,246
5435,ONG,44,H,Dermatologists,1000,354
5436,Otro,41,H,Ayurveda,500,1028
5437,Medico,30,H,Homeopath,500,1069
5438,Especialista,58,H,Dentist,300,25
5439,Clinica,61,H,Ayurveda,300,46
5440,Hospital,43,H,General Medicine,800,507
5441,ONG,45,H,General Medicine,250,1038
5442,Otro,60,H,ENT Specialist,600,1028
5443,Medico,59,H,Dermatologists,500,1021
5444,Especialista,60,H,ENT Specialist,500,356
5445,Clinica,50,H,General Medicine,250,10810
5446,Hospital,63,H,Dermatologists,500,418
5447,ONG,59,H,Dentist,300,1096
5448,Otro,60,H,Ayurveda,1000,249
5449,Medico,57,H,ENT Specialist,60,1046
5450,Especialista,31,H,Dentist,400,306
5451,Clinica,68,H,Dermatologists,250,43
5452,Hospital,31,H,Dentist,500,107
5453,ONG,46,H,Homeopath,300,508
5454,Otro,61,H,Ayurveda,300,520
5455,Medico,42,H,Ayurveda,300,533
5456,Especialista,31,H,Dermatologists,300,325
5457,Clinica,50,H,Dentist,500,4910
5458,Hospital,45,H,Homeopath,1000,26
5459,ONG,65,H,Dermatologists,1000,95
5460,Otro,54,H,General Medicine,500,461
5461,Medico,38,H,ENT Specialist,300,1007
5462,Especialista,40,H,Ayurveda,500,27
5463,Clinica,40,H,Dermatologists,200,343
5464,Hospital,33,H,Ayurveda,550,324
5465,ONG,59,H,Dentist,300,549
5466,Otro,63,H,Ayurveda,1050,552
5467,Medico,44,H,Dermatologists,1000,448
5468,Especialista,34,H,ENT Specialist,600,1098
5469,Clinica,63,H,Dentist,1000,451
5470,Hospital,32,H,Dentist,250,474
5471,ONG,49,H,Dentist,1000,1075
5472,Otro,61,H,Dentist,1000,524
5473,Medico,45,H,General Medicine,1050,410
5474,Especialista,31,H,Dentist,200,498
5475,Clinica,56,H,General Medicine,1000,1065
5476,Hospital,62,H,ENT Specialist,1000,94
5477,ONG,49,H,Dentist,400,1060
5478,Otro,40,H,ENT Specialist,1000,46
5479,Medico,32,H,Dentist,700,215
5480,Especialista,45,H,Ayurveda,500,72
5481,Clinica,54,H,Ayurveda,200,467
5482,Hospital,39,H,Ayurveda,200,472
5483,ONG,31,H,General Medicine,1000,599
5484,Otro,35,H,General Medicine,350,98
5485,Medico,47,H,Homeopath,300,599
5486,Especialista,53,H,Homeopath,300,319
5487,Clinica,32,H,Ayurveda,800,87
5488,Hospital,33,H,Ayurveda,500,80
5489,ONG,31,H,ENT Specialist,1000,239
5490,Otro,54,H,Dentist,250,240
5491,Medico,61,H,Ayurveda,250,5010
5492,Especialista,57,H,Dermatologists,1000,54
5493,Clinica,63,H,Homeopath,1000,536
5494,Hospital,41,H,Dentist,300,418
5495,ONG,34,H,Dermatologists,250,444
5496,Otro,50,H,General Medicine,250,237
5497,Medico,51,H,Homeopath,300,519
5498,Especialista,68,H,Homeopath,200,420
5499,Clinica,50,H,Dermatologists,1000,394
5500,Hospital,55,H,Dentist,300,510
5501,ONG,61,H,Ayurveda,300,710
5502,Otro,63,H,ENT Specialist,1000,299
5503,Medico,68,H,Dermatologists,500,584
5504,Especialista,59,H,Dentist,400,1026
5505,Clinica,57,H,ENT Specialist,200,108
5506,Hospital,35,H,ENT Specialist,450,266
5507,ONG,50,H,Dentist,400,1021
5508,Otro,63,H,Dermatologists,500,1027
5509,Medico,68,H,Dermatologists,700,1077
5510,Especialista,40,H,General Medicine,1000,313
5511,Clinica,63,H,Homeopath,1000,265
5512,Hospital,65,H,Ayurveda,500,594
5513,ONG,60,H,Dermatologists,1050,1005
5514,Otro,64,H,ENT Specialist,400,447
5515,Medico,54,H,ENT Specialist,1000,274
5516,Especialista,49,H,Dermatologists,400,467
5517,Clinica,47,H,Dentist,400,505
5518,Hospital,45,H,Dentist,1000,1040
5519,ONG,69,H,Dentist,200,1024
5520,Otro,50,H,ENT Specialist,500,1035
5521,Medico,32,H,Ayurveda,600,389
5522,Especialista,52,H,Ayurveda,1000,218
5523,Clinica,57,H,ENT Specialist,1000,374
5524,Hospital,34,H,Ayurveda,350,249
5525,ONG,69,H,Ayurveda,600,22
5526,Otro,61,H,ENT Specialist,1000,22
5527,Medico,45,H,Homeopath,1000,378
5528,Especialista,63,H,Dentist,1000,1023
5529,Clinica,31,H,General Medicine,1000,257
5530,Hospital,53,H,Homeopath,300,505
5531,ONG,36,H,Dermatologists,500,307
5532,Otro,67,H,Dentist,1000,403
5533,Medico,40,H,Homeopath,1000,61
5534,Especialista,36,H,ENT Specialist,250,1070
5535,Clinica,33,H,Homeopath,500,476
5536,Hospital,70,H,Dermatologists,1000,587
5537,ONG,60,H,General Medicine,300,4810
5538,Otro,60,H,Dentist,700,1072
5539,Medico,49,H,Dentist,200,354
5540,Especialista,61,H,General Medicine,350,2810
5541,Clinica,40,H,Dermatologists,1000,417
5542,Hospital,43,H,Homeopath,250,234
5543,ONG,57,H,ENT Specialist,200,1068
5544,Otro,68,H,ENT Specialist,400,338
5545,Medico,40,H,Dentist,200,517
5546,Especialista,42,H,Dermatologists,400,547
5547,Clinica,53,H,Ayurveda,500,263
5548,Hospital,52,H,ENT Specialist,300,315
5549,ONG,33,H,Dermatologists,600,233
5550,Otro,47,H,Ayurveda,500,10106
5551,Medico,67,H,Dermatologists,250,218
5552,Especialista,35,H,General Medicine,1000,393
5553,Clinica,32,H,General Medicine,350,1090
5554,Hospital,47,H,Dentist,200,229
5555,ONG,58,H,Homeopath,400,222
5556,Otro,32,H,General Medicine,200,520
5557,Medico,39,H,Ayurveda,500,88
5558,Especialista,41,H,ENT Specialist,1000,515
5559,Clinica,31,H,Homeopath,700,106
5560,Hospital,62,H,Dentist,350,6
5561,ONG,33,H,Ayurveda,1000,237
5562,Otro,67,H,General Medicine,200,584
5563,Medico,56,H,Ayurveda,1000,3010
5564,Especialista,38,H,General Medicine,50,1052
5565,Clinica,61,H,Dentist,600,564
5566,Hospital,47,H,Dentist,250,520
5567,ONG,57,H,Homeopath,1000,220
5568,Otro,62,H,Ayurveda,200,472
5569,Medico,40,H,Dermatologists,80,282
5570,Especialista,36,H,Dentist,1000,293
5571,Clinica,70,H,Dentist,500,60
5572,Hospital,60,H,Ayurveda,200,60
5573,ONG,47,H,Dermatologists,1000,1063
5574,Otro,37,H,ENT Specialist,300,314
5575,Medico,67,H,ENT Specialist,1000,373
5576,Especialista,61,H,Dermatologists,400,80
5577,Clinica,54,H,Homeopath,300,462
5578,Hospital,69,H,ENT Specialist,200,2710
5579,ONG,51,H,General Medicine,300,351
5580,Otro,31,H,ENT Specialist,250,1099
5581,Medico,66,H,Dermatologists,700,348
5582,Especialista,55,H,Dentist,200,518
5583,Clinica,32,H,General Medicine,1000,553
5584,Hospital,35,H,Dentist,300,375
5585,ONG,62,H,Homeopath,300,107
5586,Otro,56,H,Dermatologists,200,506
5587,Medico,68,H,General Medicine,300,509
5588,Especialista,36,H,Homeopath,1000,1090
5589,Clinica,33,H,ENT Specialist,300,210
5590,Hospital,42,H,Homeopath,200,493
5591,ONG,58,H,Ayurveda,500,97
5592,Otro,66,H,ENT Specialist,500,24
5593,Medico,70,H,General Medicine,260,458
5594,Especialista,53,H,Dentist,500,214
5595,Clinica,34,H,General Medicine,1000,1059
5596,Hospital,47,H,Homeopath,300,421
5597,ONG,38,H,General Medicine,70,1053
5598,Otro,68,H,Dentist,600,417
5599,Medico,36,H,Ayurveda,1000,5810
5600,Especialista,63,H,Dentist,1000,332
5601,Clinica,46,H,Dentist,1000,4
5602,Hospital,66,H,Dermatologists,200,435
5603,ONG,32,H,Dermatologists,400,390
5604,Otro,69,H,Dentist,400,200
5605,Medico,44,H,ENT Specialist,200,478
5606,Especialista,38,H,Dentist,1000,1088
5607,Clinica,65,H,Dentist,1000,594
5608,Hospital,57,H,Dermatologists,1050,218
5609,ONG,30,H,ENT Specialist,600,61
5610,Otro,44,H,Homeopath,300,421
5611,Medico,70,H,General Medicine,1000,447
5612,Especialista,59,H,ENT Specialist,1000,326
5613,Clinica,46,H,Dermatologists,400,396
5614,Hospital,30,H,Homeopath,500,69
5615,ONG,40,H,General Medicine,200,573
5616,Otro,46,H,Dentist,500,373
5617,Medico,64,H,General Medicine,1000,235
5618,Especialista,35,H,Dentist,400,295
5619,Clinica,56,H,Ayurveda,1050,1076
5620,Hospital,44,H,Homeopath,200,308
5621,ONG,44,H,General Medicine,250,225
5622,Otro,38,H,Dentist,350,70
5623,Medico,63,H,General Medicine,200,33
5624,Especialista,34,H,Dentist,200,236
5625,Clinica,44,H,Dentist,200,352
5626,Hospital,35,H,General Medicine,200,266
5627,ONG,39,H,Dentist,80,590
5628,Otro,70,H,ENT Specialist,500,498
5629,Medico,63,H,General Medicine,700,382
5630,Especialista,62,H,Ayurveda,300,582
5631,Clinica,63,H,General Medicine,1000,461
5632,Hospital,61,H,Dentist,1000,576
5633,ONG,68,H,ENT Specialist,200,58
5634,Otro,57,H,Ayurveda,800,507
5635,Medico,52,H,Dermatologists,1000,255
5636,Especialista,53,H,Dermatologists,1000,2910
5637,Clinica,37,H,General Medicine,1000,1061
5638,Hospital,51,H,Ayurveda,1000,480
5639,ONG,49,H,ENT Specialist,350,489
5640,Otro,66,H,Dermatologists,500,1076
5641,Medico,51,H,General Medicine,250,3010
5642,Especialista,47,H,ENT Specialist,200,446
5643,Clinica,42,H,General Medicine,800,296
5644,Hospital,58,H,Ayurveda,500,234
5645,ONG,49,H,Homeopath,300,488
5646,Otro,38,H,ENT Specialist,1000,426
5647,Medico,69,H,Ayurveda,400,422
5648,Especialista,37,H,Dentist,300,531
5649,Clinica,56,H,Dentist,200,575
5650,Hospital,30,H,Homeopath,500,1040
5651,ONG,55,H,Dentist,200,54
5652,Otro,48,H,ENT Specialist,500,1010
5653,Medico,62,H,ENT Specialist,400,321
5654,Especialista,68,H,Homeopath,500,3010
5655,Clinica,56,H,General Medicine,1000,1007
5656,Hospital,37,H,Dermatologists,1000,84
5657,ONG,54,H,Dentist,300,1072
5658,Otro,54,H,Dentist,200,352
5659,Medico,39,H,Dermatologists,200,1050
5660,Especialista,44,H,Ayurveda,1000,345
5661,Clinica,53,H,Homeopath,1050,360
5662,Hospital,47,H,Dentist,200,560
5663,ONG,41,H,Dermatologists,1000,46
5664,Otro,32,H,General Medicine,500,70
5665,Medico,60,H,Dermatologists,500,1004
5666,Especialista,70,H,ENT Specialist,500,82
5667,Clinica,65,H,General Medicine,600,373
5668,Hospital,65,H,General Medicine,300,566
5669,ONG,66,H,Homeopath,1000,1020
5670,Otro,64,H,Dentist,200,461
5671,Medico,53,H,Ayurveda,1050,324
5672,Especialista,45,H,Dentist,1000,428
5673,Clinica,33,H,Dermatologists,1000,1063
5674,Hospital,45,H,Dentist,500,246
5675,ONG,53,H,ENT Specialist,1000,9
5676,Otro,65,H,Homeopath,400,10010
5677,Medico,64,H,General Medicine,300,224
5678,Especialista,43,H,Dentist,600,109
5679,Clinica,67,H,Dermatologists,1000,282
5680,Hospital,30,H,ENT Specialist,500,328
5681,ONG,52,H,General Medicine,1000,430
5682,Otro,64,H,ENT Specialist,200,255
5683,Medico,48,H,Ayurveda,400,236
5684,Especialista,31,H,Dermatologists,1050,1096
5685,Clinica,39,H,Dermatologists,400,59
5686,Hospital,39,H,General Medicine,400,1037
5687,ONG,59,H,Dentist,1050,234
5688,Otro,52,H,ENT Specialist,200,402
5689,Medico,56,H,ENT Specialist,200,315
5690,Especialista,46,H,Homeopath,1000,3010
5691,Clinica,63,H,General Medicine,500,294
5692,Hospital,63,H,Dermatologists,1000,585
5693,ONG,31,H,Dermatologists,500,221
5694,Otro,51,H,ENT Specialist,800,539
5695,Medico,61,H,Ayurveda,800,1010
5696,Especialista,56,H,Dermatologists,300,372
5697,Clinica,54,H,Dentist,500,476
5698,Hospital,66,H,Ayurveda,250,570
5699,ONG,49,H,Dermatologists,200,4710
5700,Otro,50,H,ENT Specialist,300,572
5701,Medico,40,H,Ayurveda,300,1020
5702,Especialista,46,H,General Medicine,1000,426
5703,Clinica,57,H,Ayurveda,700,582
5704,Hospital,64,H,Dermatologists,30,4110
5705,ONG,54,H,General Medicine,400,350
5706,Otro,49,H,ENT Specialist,200,557
5707,Medico,52,H,General Medicine,300,532
5708,Especialista,33,H,General Medicine,200,1034
5709,Clinica,48,H,ENT Specialist,200,1028
5710,Hospital,64,H,Dermatologists,500,397
5711,ONG,68,H,Ayurveda,300,1024
5712,Otro,49,H,Dermatologists,200,518
5713,Medico,57,H,Homeopath,1000,337
5714,Especialista,30,H,Dentist,1000,303
5715,Clinica,46,H,Dermatologists,500,509
5716,Hospital,57,H,Dentist,1000,294
5717,ONG,57,H,ENT Specialist,300,479
5718,Otro,48,H,General Medicine,200,541
5719,Medico,66,H,Ayurveda,1000,232
5720,Especialista,54,H,General Medicine,300,264
5721,Clinica,54,H,General Medicine,500,432
5722,Hospital,67,H,Dermatologists,1000,395
5723,ONG,61,H,Dermatologists,400,445
5724,Otro,49,H,Dentist,1000,409
5725,Medico,54,H,Dentist,300,478
5726,Especialista,60,H,Ayurveda,200,377
5727,Clinica,56,H,Dermatologists,200,1099
5728,Hospital,35,H,Ayurveda,200,68
5729,ONG,62,H,Dermatologists,500,1057
5730,Otro,58,H,Dermatologists,200,409
5731,Medico,38,H,ENT Specialist,500,250
5732,Especialista,64,H,General Medicine,1000,394
5733,Clinica,57,H,ENT Specialist,1000,1050
5734,Hospital,40,H,Ayurveda,400,22
5735,ONG,32,H,Dermatologists,1000,569
5736,Otro,30,H,ENT Specialist,300,107
5737,Medico,39,H,General Medicine,200,482
5738,Especialista,57,H,Homeopath,1000,521
5739,Clinica,64,H,Dentist,1050,3710
5740,Hospital,53,H,Dentist,200,1027
5741,ONG,41,H,Dentist,250,572
5742,Otro,61,H,Dermatologists,250,1020
5743,Medico,50,H,Ayurveda,400,309
5744,Especialista,67,H,General Medicine,1000,570
5745,Clinica,45,H,Ayurveda,300,484
5746,Hospital,48,H,Dentist,1000,516
5747,ONG,55,H,Dentist,1000,69
5748,Otro,52,H,Dentist,1000,241
5749,Medico,40,H,Ayurveda,400,490
5750,Especialista,63,H,Ayurveda,500,215
5751,Clinica,58,H,Ayurveda,1000,296
5752,Hospital,30,H,Dentist,1000,10106
5753,ONG,59,H,Homeopath,1000,487
5754,Otro,31,H,ENT Specialist,600,246
5755,Medico,61,H,Dermatologists,800,79
5756,Especialista,50,H,ENT Specialist,700,574
5757,Clinica,49,H,Homeopath,600,200
5758,Hospital,42,H,Dentist,1000,294
5759,ONG,60,H,Ayurveda,300,1087
5760,Otro,39,H,ENT Specialist,200,1070
5761,Medico,55,H,Dentist,700,1054
5762,Especialista,40,H,Dentist,300,380
5763,Clinica,35,H,Dermatologists,1050,600
5764,Hospital,31,H,Dentist,250,10109
5765,ONG,53,H,Dentist,400,292
5766,Otro,33,H,Dermatologists,1000,1044
5767,Medico,61,H,Dermatologists,300,5810
5768,Especialista,45,H,Homeopath,500,246
5769,Clinica,66,H,General Medicine,300,430
5770,Hospital,36,H,Homeopath,350,31
5771,ONG,30,H,Dermatologists,300,541
5772,Otro,30,H,Dermatologists,300,1080
5773,Medico,50,H,General Medicine,450,366
5774,Especialista,63,H,ENT Specialist,700,320
5775,Clinica,45,H,Dentist,1000,455
5776,Hospital,59,H,Dermatologists,500,484
5777,ONG,45,H,General Medicine,500,565
5778,Otro,64,H,Ayurveda,1000,1010
5779,Medico,39,H,General Medicine,500,1058
5780,Especialista,67,H,Dentist,500,480
5781,Clinica,67,H,General Medicine,200,398
5782,Hospital,67,H,Dentist,1000,421
5783,ONG,62,H,Homeopath,1000,376
5784,Otro,61,H,Ayurveda,350,373
5785,Medico,31,H,Homeopath,1000,0
5786,Especialista,68,H,Ayurveda,50,352
5787,Clinica,41,H,Ayurveda,1000,559
5788,Hospital,69,H,General Medicine,600,290
5789,ONG,47,H,General Medicine,500,575
5790,Otro,52,H,Dentist,1000,435
5791,Medico,63,H,General Medicine,200,216
5792,Especialista,57,H,Dentist,1000,310
5793,Clinica,51,H,Dentist,1000,225
5794,Hospital,50,H,General Medicine,200,493
5795,ONG,66,H,General Medicine,1000,256
5796,Otro,30,H,Ayurveda,350,596
5797,Medico,41,H,General Medicine,1050,384
5798,Especialista,34,H,Dentist,600,205
5799,Clinica,49,H,Dentist,1000,455
5800,Hospital,40,H,Homeopath,300,220
5801,ONG,52,H,Dentist,300,595
5802,Otro,45,H,Dentist,250,565
5803,Medico,46,H,Dentist,1000,355
5804,Especialista,38,H,Homeopath,500,447
5805,Clinica,69,H,ENT Specialist,400,1097
5806,Hospital,37,H,ENT Specialist,300,283
5807,ONG,50,H,General Medicine,800,230
5808,Otro,54,H,Ayurveda,1000,1049
5809,Medico,49,H,Dentist,200,1074
5810,Especialista,52,H,General Medicine,300,1023
5811,Clinica,36,H,Dentist,500,3910
5812,Hospital,62,H,Ayurveda,200,530
5813,ONG,48,H,Dentist,300,1044
5814,Otro,34,H,Homeopath,200,232
5815,Medico,56,H,Homeopath,300,504
5816,Especialista,47,H,Ayurveda,350,277
5817,Clinica,34,H,Ayurveda,500,1061
5818,Hospital,42,H,Homeopath,1050,1097
5819,ONG,61,H,Homeopath,1000,527
5820,Otro,39,H,Dermatologists,1000,323
5821,Medico,62,H,General Medicine,500,278
5822,Especialista,49,H,Dermatologists,500,364
5823,Clinica,46,H,ENT Specialist,400,1097
5824,Hospital,37,H,General Medicine,600,580
5825,ONG,36,H,Dentist,300,63
5826,Otro,43,H,Dermatologists,200,1092
5827,Medico,47,H,Dentist,1000,98
5828,Especialista,63,H,General Medicine,600,527
5829,Clinica,51,H,Ayurveda,300,33
5830,Hospital,32,H,Homeopath,50,489
5831,ONG,54,H,Dermatologists,1050,100
